customer_id,BOUNCE_FLAG,prob_score
cust85,1,0.8273659138584043
cust86,1,0.5087184264848189
cust87,1,0.9255152266486625
cust88,0,0.2992716770104948
cust89,1,0.94242033191129
cust90,1,0.94790597055319
cust91,1,0.8584057584714198
cust92,1,0.9325806336435051
cust93,1,0.6683806622283139
cust94,1,0.8888269856702242
cust95,0,0.2835887830235924
cust96,1,0.9338747616010267
cust97,1,0.884989041896442
cust98,0,0.49543720111654604
cust99,1,0.9713229953249629
cust100,0,0.011390777205602132
cust101,0,0.012728672152655076
cust102,1,0.9644186399684781
cust103,1,0.962422137774371
cust104,0,0.11645666037038598
cust105,1,0.9647039457002278
cust106,1,0.9526288627019944
cust107,1,0.9079960494575285
cust108,1,0.9145713425413432
cust109,1,0.9469695587709045
cust110,1,0.5087184264848189
cust111,0,0.008038925377645962
cust112,1,0.938647581905011
cust113,1,0.5432108480117968
cust114,0,0.023303108549993536
cust115,1,0.9556665360898322
cust116,0,0.1570930671076505
cust117,1,0.9620429338389349
cust118,1,0.9533863823629113
cust119,1,0.6201956105939981
cust120,1,0.8776680906664163
cust121,1,0.8467371628018324
cust122,0,0.010905923010249905
cust123,1,0.8998356759133346
cust124,0,0.12991693763242
cust125,1,0.5542095879755335
cust126,1,0.9681456638506705
cust127,0,0.49543720111654604
cust128,1,0.9210467799543159
cust129,0,0.391019370781784
cust130,0,0.4604829849095481
cust131,1,0.7608362045331201
cust132,1,0.9123718309008509
cust133,0,0.011501534549606026
cust134,0,0.010877762003016881
cust135,1,0.8356184797841675
cust136,1,0.9462719557240182
cust137,0,0.23394344937143924
cust138,1,0.9201247330087249
cust139,0,0.14696284844295662
cust140,0,0.28841580085086693
cust141,1,0.5108401949905168
cust142,1,0.8442779001381123
cust143,1,0.8838080374767833
cust144,1,0.8923287673286255
cust145,1,0.9638013094599439
cust146,1,0.9626237931242895
cust147,1,0.9561848721429745
cust148,0,0.42372599077927714
cust149,0,0.07613465743924065
cust150,1,0.9476314556400705
cust151,1,0.9524778692990387
cust152,0,0.010453870667696109
cust153,1,0.9761982433457612
cust154,0,0.12689712185732435
cust155,1,0.5799783217497481
cust156,1,0.8552987395416605
cust157,1,0.8483562086748118
cust158,1,0.8492443023950271
cust159,1,0.5165178498907326
cust160,1,0.9017237213111085
cust161,1,0.7163776066612065
cust162,1,0.9497494391319972
cust163,0,0.42721944299289577
cust164,0,0.27345458059429495
cust165,1,0.934490777525642
cust166,1,0.9265219584007363
cust167,1,0.9247944701343714
cust168,1,0.9452527499649153
cust169,0,0.4084218571971618
cust170,0,0.38554957711735227
cust171,1,0.8949150932691641
cust172,1,0.9579953184999046
cust173,0,0.15282418064109993
cust174,1,0.9700349236529067
cust175,1,0.8310198343221744
cust176,1,0.8856446950659123
cust177,1,0.9571215774556225
cust178,1,0.9253416578264855
cust179,1,0.9611942596923835
cust180,1,0.9253416578264855
cust181,1,0.9394782614313963
cust182,1,0.7903260860339375
cust183,0,0.05468501928189368
cust184,0,0.05680741701011489
cust185,0,0.05468501928189368
cust186,0,0.13458162145760957
cust187,0,0.09978652108749557
cust188,0,0.05381566483798317
cust189,1,0.5408588591500785
cust190,1,0.9374565016244315
cust191,0,0.009835965785298278
cust192,1,0.9562888292360257
cust193,0,0.011390777205602132
cust194,1,0.972361125917104
cust195,0,0.45326519514834557
cust196,0,0.012985085032790132
cust197,0,0.1570930671076505
cust198,1,0.9286806985022513
cust199,1,0.9568726367561741
cust200,1,0.986179202469957
cust201,0,0.010609933964295262
cust202,1,0.8935585771394575
cust203,1,0.7087168652508764
cust204,1,0.8337425773491411
cust205,1,0.8849935455969996
cust206,1,0.8882133193905376
cust207,1,0.9011411399061706
cust208,1,0.9311428550048391
cust209,1,0.5481503514763305
cust210,1,0.8715405678736309
cust211,1,0.7904697877785822
cust212,0,0.11370581700472186
cust213,0,0.13906447569305083
cust214,1,0.9681405302676471
cust215,1,0.9142893987960072
cust216,0,0.20763955018508579
cust217,1,0.5149371058780172
cust218,0,0.4361540578848731
cust219,0,0.4839773102683437
cust220,1,0.8688531823216125
cust221,1,0.894281098661622
cust222,0,0.4714608313935545
cust223,1,0.5035492729551267
cust224,1,0.5150100732265986
cust225,0,0.3736722242301844
cust226,0,0.497254085680716
cust227,1,0.9227326474756912
cust228,0,0.09160412270408708
cust229,1,0.9299640222542476
cust230,1,0.9165356203117152
cust231,1,0.9009625653438088
cust232,0,0.1255506602579733
cust233,1,0.9562921746413116
cust234,1,0.961583893823955
cust235,1,0.7131744641141561
cust236,1,0.955392206705521
cust237,1,0.8682513800795889
cust238,1,0.963719865679907
cust239,1,0.5341174621808042
cust240,1,0.9347454565420963
cust241,1,0.9364483870816421
cust242,1,0.9259670599892972
cust243,1,0.9398642112507716
cust244,0,0.012035368076849176
cust245,1,0.9013186278220285
cust246,0,0.09187765329986382
cust247,0,0.11234259858540614
cust248,1,0.8714214069971905
cust249,1,0.9374154338953418
cust250,0,0.011886300018663904
cust251,1,0.5507163740258733
cust252,1,0.9644589880985109
cust253,0,0.34404663542341013
cust254,1,0.9571253021123195
cust255,1,0.9369364783869657
cust256,0,0.16684509917783136
cust257,0,0.011060317830748463
cust258,1,0.9562229013241645
cust259,1,0.928385132876261
cust260,1,0.9312240229413495
cust261,0,0.497254085680716
cust262,1,0.5087184264848189
cust263,1,0.9343798570183208
cust264,1,0.8966675368037371
cust265,1,0.6926851752101848
cust266,1,0.9134957845374001
cust267,1,0.5087184264848189
cust268,1,0.8584057584714198
cust269,1,0.9396346210084849
cust270,0,0.35127680913076986
cust271,0,0.0636805344828196
cust272,1,0.8469267064389201
cust273,1,0.8200267054843823
cust274,1,0.9111456986719019
cust275,1,0.8509360639681908
cust276,1,0.8467616965717285
cust277,1,0.8985318178522244
cust278,1,0.9128822576038901
cust279,1,0.952442591118158
cust280,1,0.8757896481881181
cust281,1,0.8236669978101683
cust282,1,0.8276794232448826
cust283,1,0.8839556378679436
cust284,1,0.9389158239115369
cust285,0,0.07083797732746909
cust286,1,0.5087184264848189
cust287,1,0.9276279220555261
cust288,1,0.9729988432496819
cust289,0,0.17660095501827391
cust290,0,0.010773222420914401
cust291,1,0.9516050281944265
cust292,0,0.014453625393077747
cust293,1,0.971688637287979
cust294,1,0.9640484293096272
cust295,1,0.9523158025586265
cust296,1,0.9516891572213664
cust297,1,0.9818012908566758
cust298,1,0.7223830306992132
cust299,1,0.9360965819663003
cust300,1,0.9742880468109574
cust301,0,0.36733127222764206
cust302,1,0.9346567926920147
cust303,1,0.8331236141026104
cust304,1,0.817248498550997
cust305,1,0.8729995548761552
cust306,1,0.571328085185804
cust307,1,0.8863327031387532
cust308,1,0.8728944408466321
cust309,1,0.9217208032615222
cust310,0,0.15330911800554203
cust311,1,0.9397550557038375
cust312,1,0.8576915890150215
cust313,1,0.8786880706412334
cust314,0,0.011886300018663904
cust315,1,0.6142314647323548
cust316,1,0.9673648510637204
cust317,1,0.965893061803842
cust318,0,0.07254377285854957
cust319,0,0.10116446471275717
cust320,0,0.06919653659136202
cust321,1,0.9544622480867962
cust322,1,0.9091737176559782
cust323,1,0.880597818099654
cust324,1,0.9159102694767289
cust325,1,0.903492225987185
cust326,1,0.9713812850431124
cust327,1,0.924851814831133
cust328,1,0.8881533430342102
cust329,0,0.4863145254540304
cust330,1,0.80633732327641
cust331,1,0.8743396999344447
cust332,0,0.010807762502140732
cust333,0,0.4401346916324388
cust334,1,0.5035492729551267
cust335,1,0.7104876206141914
cust336,1,0.7961218690177214
cust337,1,0.8854168378999169
cust338,1,0.9242274937899532
cust339,1,0.8644395828999226
cust340,0,0.17624633448418756
cust341,0,0.4725926305469895
cust342,1,0.7050443822076168
cust343,1,0.9389158239115369
cust344,1,0.9176679575789806
cust345,1,0.9312152209523216
cust346,0,0.011177987608452683
cust347,0,0.012599929323001014
cust348,1,0.9693900446035334
cust349,1,0.9143369415512047
cust350,1,0.9842518669760765
cust351,1,0.9440496164746134
cust352,0,0.009759836689527599
cust353,0,0.009562300582121862
cust354,1,0.9619001704492434
cust355,1,0.9171313440131489
cust356,1,0.9294005370713653
cust357,1,0.9134957845374001
cust358,1,0.9172998197477958
cust359,1,0.9172747609218176
cust360,1,0.8866415259737485
cust361,1,0.9332317823594289
cust362,0,0.17436171467505324
cust363,1,0.9287469900125322
cust364,1,0.5087184264848189
cust365,0,0.012289256716135875
cust366,1,0.9569890161652765
cust367,1,0.7859292530669891
cust368,0,0.011313256143100628
cust369,0,0.010733195799166333
cust370,1,0.9420107842155244
cust371,0,0.3983480075589413
cust372,1,0.9738226816425893
cust373,0,0.011677859246713189
cust374,0,0.10588086971999618
cust375,1,0.9617958760933079
cust376,0,0.13977875080476818
cust377,1,0.9256286854893817
cust378,1,0.9085035980479779
cust379,1,0.8020857357207587
cust380,1,0.9045019446372435
cust381,0,0.12824928097316676
cust382,1,0.7245892411545727
cust383,1,0.538946049268643
cust384,1,0.9091737176559782
cust385,1,0.725662494312277
cust386,1,0.8517980548667687
cust387,0,0.4206423707744956
cust388,1,0.9483549338481276
cust389,1,0.5237106860081286
cust390,0,0.1017124715585393
cust391,1,0.9189351734992343
cust392,1,0.7163776066612065
cust393,1,0.9799555868094446
cust394,0,0.10937868561128271
cust395,0,0.11408312406171307
cust396,1,0.9540195926730474
cust397,1,0.9401476201459887
cust398,1,0.8337425773491411
cust399,1,0.5926375651023578
cust400,1,0.8484094678188078
cust401,1,0.9035608073717353
cust402,1,0.714977897531132
cust403,1,0.8726146654192448
cust404,1,0.8672793523535105
cust405,1,0.9484882197226786
cust406,1,0.9504822419602834
cust407,1,0.9100762591829863
cust408,1,0.8884058433394365
cust409,1,0.9327792632594097
cust410,1,0.9566588974887485
cust411,1,0.8739470553517145
cust412,1,0.5113092925879219
cust413,1,0.6168509587582185
cust414,1,0.9228316038594929
cust415,1,0.6168509587582185
cust416,1,0.505750798332892
cust417,0,0.007754631934438712
cust418,0,0.1865946638448704
cust419,1,0.9442773813100553
cust420,1,0.9228533071651448
cust421,1,0.942963137843941
cust422,1,0.8662668179746644
cust423,1,0.6010860312143549
cust424,1,0.8865236676757285
cust425,1,0.8984760875676313
cust426,1,0.9466646286161284
cust427,0,0.10443770861460018
cust428,0,0.04729158454871281
cust429,1,0.9242274937899532
cust430,1,0.8776680906664163
cust431,1,0.8754743639839438
cust432,1,0.9414899025441651
cust433,0,0.08869558750842625
cust434,1,0.9423739673632923
cust435,1,0.6569257737039607
cust436,1,0.9604919398239861
cust437,0,0.44077616314559703
cust438,0,0.06460218441140865
cust439,0,0.07002815496967014
cust440,1,0.9258070927547326
cust441,1,0.878645159593901
cust442,1,0.9051128335214766
cust443,1,0.9398978794342961
cust444,1,0.9246581692516951
cust445,0,0.011351223820516522
cust446,1,0.870823448049623
cust447,1,0.5792876823835693
cust448,0,0.06271437982544353
cust449,1,0.8677557175462388
cust450,1,0.917154885436272
cust451,1,0.9248186791079214
cust452,0,0.010077835710785965
cust453,1,0.9662893109585468
cust454,1,0.9708871690254736
cust455,1,0.8911031060992818
cust456,1,0.8325528420011085
cust457,1,0.8030958318872059
cust458,0,0.4660726477039445
cust459,0,0.17061820329503055
cust460,0,0.012985085032790132
cust461,1,0.9517517265663871
cust462,0,0.013134768351161624
cust463,1,0.8827885354686441
cust464,0,0.0076577197872410045
cust465,1,0.9156301585001707
cust466,0,0.10407998010936124
cust467,0,0.13520645482778842
cust468,1,0.9433022811420756
cust469,1,0.9135496851043273
cust470,1,0.9171831102057592
cust471,1,0.6071566825529737
cust472,0,0.17933022282463684
cust473,1,0.5609460521460483
cust474,1,0.892725874109554
cust475,1,0.9094011931614859
cust476,1,0.7131744641141561
cust477,1,0.8758686701916855
cust478,0,0.3633363051603512
cust479,0,0.1044289224753697
cust480,1,0.8794300626153974
cust481,1,0.8623427150205876
cust482,1,0.8019951666304388
cust483,0,0.3555754773604012
cust484,1,0.8307861621187922
cust485,0,0.12975371186573026
cust486,0,0.010877762003016881
cust487,0,0.11997541868280975
cust488,1,0.525055968276234
cust489,0,0.11389058259609998
cust490,1,0.9234391400826342
cust491,0,0.10443770861460018
cust492,0,0.09699810807537097
cust493,0,0.10523951211485028
cust494,1,0.9702885431767894
cust495,0,0.3845161449766976
cust496,1,0.8220039239072601
cust497,1,0.7583941641459546
cust498,1,0.6902934456940378
cust499,1,0.7844385400092964
cust500,1,0.9146093117256943
cust501,0,0.3658824134003759
cust502,0,0.42880799122780294
cust503,1,0.9397071454399106
cust504,1,0.8186569571949813
cust505,1,0.8093920143860591
cust506,1,0.9432672927274689
cust507,0,0.49543720111654604
cust508,1,0.9189351734992343
cust509,0,0.06483347804466472
cust510,1,0.9127924293455151
cust511,1,0.9119511174430995
cust512,1,0.9302337615925693
cust513,1,0.9398642112507716
cust514,0,0.10443770861460018
cust515,0,0.16182044221395855
cust516,1,0.8739287107760458
cust517,1,0.9223081700102608
cust518,0,0.32597062257419007
cust519,1,0.7801261421853002
cust520,1,0.8285651421738981
cust521,1,0.9616495388616276
cust522,0,0.05530027361016309
cust523,1,0.5970045894445565
cust524,1,0.6670844519298171
cust525,1,0.8383716697942843
cust526,1,0.7274274693012054
cust527,1,0.8753785694592183
cust528,0,0.16824789879568777
cust529,1,0.9600622536657332
cust530,0,0.009815963081107779
cust531,1,0.9441155940134581
cust532,0,0.011351223820516522
cust533,1,0.973001836807525
cust534,1,0.9493620679406608
cust535,0,0.00974974158009434
cust536,0,0.010469946451667617
cust537,0,0.010264553293873492
cust538,0,0.30574486377071836
cust539,1,0.9332738662617581
cust540,1,0.9240945793102973
cust541,0,0.1705556108931195
cust542,1,0.9715791940609598
cust543,1,0.9223752915156211
cust544,0,0.01136797850447341
cust545,0,0.010718677059094631
cust546,0,0.36930516836339555
cust547,1,0.9606532561068106
cust548,0,0.11388406750369114
cust549,1,0.9142872453566164
cust550,1,0.9313549931965285
cust551,0,0.0964977726925665
cust552,0,0.11072164457351037
cust553,1,0.9287469900125322
cust554,0,0.009925388600328208
cust555,1,0.9360965819663003
cust556,0,0.10588086971999618
cust557,1,0.8750731149596961
cust558,1,0.5792876823835693
cust559,1,0.5710293246266027
cust560,0,0.00778284090921901
cust561,1,0.9689728384756137
cust562,1,0.9644053563993018
cust563,1,0.9564397797954362
cust564,0,0.07768241635049142
cust565,0,0.0744984737609535
cust566,1,0.9146389089594775
cust567,1,0.9391600532827508
cust568,0,0.16424761634220988
cust569,1,0.8737624260597454
cust570,1,0.8173988525344408
cust571,1,0.8060118967840346
cust572,1,0.9088480192151571
cust573,0,0.08063617150602181
cust574,1,0.9583226357015057
cust575,1,0.9683604048799722
cust576,1,0.9076963666476133
cust577,0,0.010378027281992717
cust578,0,0.007604149400256278
cust579,1,0.6298580979352936
cust580,0,0.05815598868008588
cust581,0,0.09367132206801448
cust582,0,0.11916355167642283
cust583,1,0.8579158630333358
cust584,1,0.9443838986289265
cust585,1,0.8891147192473654
cust586,1,0.8746606882584055
cust587,1,0.8774451046612519
cust588,1,0.8974937123209277
cust589,1,0.5609460521460483
cust590,1,0.8665616838932867
cust591,1,0.8806326714833866
cust592,1,0.8850922071250624
cust593,1,0.9116293568631608
cust594,1,0.9247336934313078
cust595,1,0.9309001776641894
cust596,0,0.1432769089841863
cust597,0,0.1044289224753697
cust598,1,0.8700243814001067
cust599,1,0.9214911460822043
cust600,1,0.8746968177926094
cust601,0,0.3036346034035111
cust602,1,0.8775968017925491
cust603,0,0.41710510664426254
cust604,1,0.9389710272430146
cust605,1,0.9651092975060804
cust606,1,0.9312152209523216
cust607,1,0.9077445419170131
cust608,1,0.9183117974219079
cust609,1,0.8462173011821882
cust610,1,0.7030560527136701
cust611,1,0.9106197922025212
cust612,1,0.931849530243882
cust613,1,0.8865236676757285
cust614,1,0.9197497192336086
cust615,1,0.8800536690315803
cust616,1,0.8894240650820688
cust617,1,0.5193972690151701
cust618,1,0.9265294714401852
cust619,0,0.013504764786768719
cust620,1,0.9689213330952803
cust621,0,0.014733915827347423
cust622,0,0.016640159851719512
cust623,0,0.013222326086364318
cust624,1,0.9303145970798836
cust625,0,0.06098366921341344
cust626,0,0.10714291450810737
cust627,1,0.7215896247745492
cust628,1,0.9305640194413569
cust629,1,0.923043150600421
cust630,1,0.9314210992199882
cust631,1,0.9255688327086428
cust632,1,0.9451479769696878
cust633,0,0.045452682497532815
cust634,1,0.7690775738456578
cust635,1,0.6338403356730626
cust636,1,0.8193207899819929
cust637,1,0.7992340071445833
cust638,0,0.4876476926277994
cust639,1,0.9350478197421382
cust640,1,0.945850896499694
cust641,0,0.1570930671076505
cust642,1,0.9572464461529663
cust643,1,0.8955009653468939
cust644,1,0.8837636245385898
cust645,1,0.8930609275459569
cust646,1,0.9255901967685023
cust647,1,0.9095096253780923
cust648,1,0.9066480261634092
cust649,0,0.4991923178970683
cust650,1,0.9399618026399997
cust651,0,0.007424466478813328
cust652,1,0.9564397797954362
cust653,1,0.7352533357515774
cust654,1,0.9309612084482505
cust655,1,0.9187617666323962
cust656,0,0.01724827669116737
cust657,0,0.012586272289830513
cust658,0,0.012985085032790132
cust659,1,0.9661080176012382
cust660,1,0.8491694660500481
cust661,1,0.8989671629234566
cust662,1,0.9083601610694781
cust663,0,0.07101491160124142
cust664,0,0.4065666464034449
cust665,0,0.009063451352447498
cust666,1,0.9594014622879881
cust667,1,0.9325530081106284
cust668,1,0.8682290441018237
cust669,0,0.008375359218440095
cust670,1,0.6498039291138742
cust671,1,0.9792526843902077
cust672,1,0.9509937648669637
cust673,1,0.9705519830807121
cust674,0,0.17436171467505324
cust675,1,0.940063850458596
cust676,0,0.0743695735451338
cust677,1,0.9444166122677409
cust678,0,0.05815598868008588
cust679,1,0.5579097082042423
cust680,1,0.9032497462352467
cust681,1,0.8807575567886589
cust682,1,0.8046092351751826
cust683,1,0.885169925851725
cust684,1,0.7170310011881714
cust685,0,0.46244019127616814
cust686,1,0.8400884213796597
cust687,0,0.3700487893478924
cust688,0,0.011886300018663904
cust689,1,0.9231200451302708
cust690,0,0.010807762502140732
cust691,1,0.9433782090866961
cust692,1,0.8398012704762858
cust693,1,0.9585089821893242
cust694,0,0.11715677850949688
cust695,1,0.9720096650517093
cust696,0,0.10830612723814792
cust697,0,0.008494310269706866
cust698,1,0.9658934930422861
cust699,0,0.11645666037038598
cust700,1,0.9224405401683298
cust701,1,0.9667666918336338
cust702,0,0.16824789879568777
cust703,1,0.9395766379881956
cust704,1,0.9579953184999046
cust705,1,0.8822573420896365
cust706,0,0.07881471658911669
cust707,1,0.9277780572774071
cust708,1,0.6041480655482409
cust709,1,0.9702286688028271
cust710,0,0.03787228620281946
cust711,1,0.9222219104883495
cust712,0,0.07083797732746909
cust713,1,0.8849887152777329
cust714,0,0.4299716953342112
cust715,0,0.1108138203299635
cust716,0,0.00702301783211187
cust717,0,0.018449170493759014
cust718,0,0.012141991887981622
cust719,1,0.9791812399577197
cust720,1,0.9202202055862961
cust721,1,0.9796611339063915
cust722,0,0.2839443486356617
cust723,0,0.011155902088389713
cust724,1,0.9415708574863519
cust725,1,0.5171325895759986
cust726,0,0.1700632046938771
cust727,0,0.007136783084211052
cust728,1,0.5212471497767884
cust729,0,0.008919457219113008
cust730,0,0.008453006324606003
cust731,0,0.010014919093766244
cust732,0,0.10385974407145228
cust733,0,0.1506023985148615
cust734,1,0.9809217123434792
cust735,1,0.508863752765347
cust736,1,0.9700750108131154
cust737,0,0.008203814224739734
cust738,1,0.8213001820854532
cust739,1,0.9641493947741954
cust740,1,0.5794194920823373
cust741,1,0.630350444692878
cust742,0,0.012851001285375132
cust743,0,0.012362555780216224
cust744,1,0.9176339198230191
cust745,0,0.012362555780216224
cust746,1,0.7247383119254319
cust747,0,0.1501854760475181
cust748,0,0.07116976846890216
cust749,1,0.9287469900125322
cust750,0,0.29737884179969565
cust751,1,0.9642461030265369
cust752,1,0.9480479793302037
cust753,1,0.9066401310185248
cust754,1,0.8739287107760458
cust755,0,0.012193131884812154
cust756,0,0.012141991887981622
cust757,1,0.9647039457002278
cust758,1,0.8924865261535986
cust759,1,0.8234159009859249
cust760,1,0.9632109897219084
cust761,0,0.10354129956482815
cust762,1,0.9713666982916266
cust763,0,0.12212616742767385
cust764,0,0.013716918005679386
cust765,0,0.11030929708473815
cust766,1,0.8127884646724892
cust767,1,0.8993762956687642
cust768,0,0.4463093817844457
cust769,0,0.40611725960958106
cust770,0,0.10190207766484044
cust771,1,0.8645021964448439
cust772,1,0.8509360639681908
cust773,1,0.8972281197363285
cust774,1,0.9020954516125289
cust775,0,0.4839773102683437
cust776,1,0.8513053641320736
cust777,0,0.025112926014554088
cust778,0,0.011136318650333337
cust779,1,0.8856264191088284
cust780,1,0.9452527499649153
cust781,1,0.9044314765157243
cust782,0,0.3073242120386531
cust783,0,0.4839773102683437
cust784,1,0.9085035980479779
cust785,1,0.9047703687425392
cust786,0,0.009475001557597852
cust787,0,0.35617305383558573
cust788,0,0.007234312008764194
cust789,0,0.00951882114879033
cust790,1,0.905393545443806
cust791,1,0.9389158239115369
cust792,1,0.8875837282404525
cust793,1,0.8543808500603887
cust794,0,0.3677978048519534
cust795,1,0.8241454846657703
cust796,1,0.8524231812396474
cust797,1,0.9102782442662891
cust798,1,0.880597818099654
cust799,1,0.8507391795236174
cust800,0,0.012444332339010586
cust801,1,0.9385603685929422
cust802,1,0.9609825440337088
cust803,1,0.9183282482011209
cust804,1,0.6201956105939981
cust805,1,0.9035608073717353
cust806,1,0.9073098220024259
cust807,1,0.8532216909859077
cust808,1,0.8439138633790655
cust809,0,0.00786374903221639
cust810,1,0.9384967443764597
cust811,1,0.971632114199886
cust812,0,0.18277004352942244
cust813,1,0.950434711296065
cust814,1,0.9556368579117916
cust815,1,0.9732702378274027
cust816,1,0.9400121981386549
cust817,0,0.20446360483115503
cust818,0,0.08411701861806511
cust819,1,0.5792876823835693
cust820,1,0.9211189886149667
cust821,0,0.49973969105301974
cust822,1,0.707799211174436
cust823,1,0.8929508586378984
cust824,1,0.5150100732265986
cust825,1,0.7815698588541119
cust826,0,0.26916895902806504
cust827,1,0.9257219532662971
cust828,1,0.8038285110057186
cust829,1,0.880597818099654
cust830,1,0.9232949405344445
cust831,1,0.9017237213111085
cust832,1,0.8874871998916217
cust833,1,0.8500203890547581
cust834,1,0.9386874424184194
cust835,1,0.9061876296458609
cust836,1,0.8490187439320301
cust837,1,0.8989671629234566
cust838,1,0.786643715909093
cust839,1,0.8328520786689929
cust840,1,0.8275027132188407
cust841,1,0.8312024073753304
cust842,1,0.8628159077643366
cust843,1,0.7612904646676076
cust844,1,0.874367681515437
cust845,1,0.8636455227589178
cust846,1,0.8379449076120531
cust847,0,0.4655690995039432
cust848,1,0.9017655020744626
cust849,0,0.33210188628432746
cust850,1,0.5028627691079643
cust851,1,0.9630264587696336
cust852,1,0.9185518456904426
cust853,0,0.3697510320554853
cust854,0,0.011677859246713189
cust855,1,0.9743509381768318
cust856,0,0.07755846734634923
cust857,0,0.497254085680716
cust858,0,0.3677978048519534
cust859,1,0.8503068684466908
cust860,1,0.9579953184999046
cust861,1,0.9589970079031137
cust862,1,0.9201987153607227
cust863,0,0.497254085680716
cust864,1,0.9363635800039083
cust865,1,0.5674531568696569
cust866,1,0.9452926713365669
cust867,1,0.9552719415704014
cust868,0,0.4002439263912019
cust869,0,0.012723743881680837
cust870,0,0.011769835478894843
cust871,1,0.9663172473067991
cust872,1,0.9480479793302037
cust873,1,0.9594753515898171
cust874,0,0.008988921016645328
cust875,0,0.2891326545029789
cust876,1,0.9038970831705112
cust877,1,0.9085035980479779
cust878,0,0.00974974158009434
cust879,0,0.3039554209351294
cust880,0,0.0094788109717744
cust881,0,0.009885814493676702
cust882,1,0.9360598780000414
cust883,0,0.3842445326091964
cust884,0,0.008338793816208362
cust885,1,0.5298499070300056
cust886,1,0.9689812295800359
cust887,0,0.09812041316914963
cust888,0,0.16685764188709787
cust889,0,0.14549471953826043
cust890,1,0.9366055155282156
cust891,0,0.11331909846465345
cust892,1,0.6791884059669656
cust893,1,0.8848796932899635
cust894,0,0.17435798219853
cust895,1,0.9072568393744367
cust896,1,0.8190574183399524
cust897,1,0.9056084877310835
cust898,0,0.011886300018663904
cust899,0,0.011886300018663904
cust900,1,0.8734813639169716
cust901,1,0.8665088554857198
cust902,1,0.688203497264008
cust903,1,0.6435739980633722
cust904,1,0.5856756244105882
cust905,1,0.5789766440914721
cust906,1,0.8060363514358952
cust907,1,0.6894941615163582
cust908,0,0.11399337108590375
cust909,1,0.957568002338225
cust910,1,0.9368786286683162
cust911,1,0.9682080617740412
cust912,0,0.2826402848453473
cust913,1,0.7609124840948044
cust914,1,0.943484884190074
cust915,0,0.11259160989242224
cust916,1,0.9124672342887493
cust917,1,0.9210041002370318
cust918,1,0.653370800431655
cust919,1,0.9294005370713653
cust920,0,0.023976423098663872
cust921,1,0.8100977845960078
cust922,0,0.4299716953342112
cust923,1,0.9176679575789806
cust924,1,0.8800200629159571
cust925,1,0.9336100319631412
cust926,1,0.9704708377249033
cust927,1,0.9064921969241144
cust928,0,0.008111999164672966
cust929,0,0.12930297113919634
cust930,1,0.9032025866282051
cust931,1,0.8834894245750105
cust932,1,0.9415408214943077
cust933,1,0.8850806534818669
cust934,1,0.9177862997020412
